"Model","Prevalence","True_positives","False_negatives","True_negatives","False_positives","TPR","TNR","PPV","NPV","Accuracy","BA","BI","F1_score","MCC","Gmean","Fowlkes_Mallows_index","Markedness","Diagnostic_odds_ratio","Jaccardindex","Cohens_kappa","F_beta_score_0.5","F_beta_score_2","AUC","Run"
"Logistic Regression","0.308125502815768","85","298","815","45","0.221932114882507","0.947674418604651","0.653846153846154","0.73225516621743","0.724054706355591","0.584803266743579","0.169606533487158","0.331384015594542","0.255900970046618","0.458605917908808","0.380932355846638","0.386101320063584","5.16592095451156","0.198598130841121","0.207646089143044","0.174537987679671","0.207823960880196","0.723343858157751","27"
"Random Forest","0.308125502815768","129","254","802","58","0.336814621409922","0.932558139534884","0.689839572192513","0.759469696969697","0.748994368463395","0.634686380472403","0.269372760944806","0.452631578947368","0.34789607406856","0.560445551958603","0.482024951990666","0.44930926916221","7.02267173499865","0.292517006802721","0.313925430061493","0.242208036049568","0.306850618458611","0.755991559900419","27"
"KNN","0.308125502815768","126","257","769","91","0.328981723237598","0.894186046511628","0.580645161290323","0.749512670565302","0.720032180209171","0.611583884874613","0.223167769749226","0.42","0.271441682503737","0.542375208205916","0.437060231262081","0.330157831855625","4.14307093684526","0.265822784810127","0.253656971106564","0.226374416097736","0.295497185741088","0.711661303054223","27"
"LDA","0.308125502815768","82","301","816","44","0.214099216710183","0.948837209302326","0.650793650793651","0.730528200537153","0.722445695897023","0.581468213006254","0.162936426012508","0.322200392927308","0.249261348019131","0.450716433355945","0.373275248141209","0.381321851330804","5.05225007550589","0.192037470725995","0.200189864800596","0.169491525423729","0.200881920627144","0.727503187807396","27"
"GBM","0.308125502815768","157","226","778","82","0.409921671018277","0.904651162790698","0.656903765690377","0.774900398406374","0.752212389380531","0.657286416904487","0.314572833808974","0.504823151125402","0.368556453681699","0.608963148589297","0.518921081986459","0.431804164096751","6.59108568961796","0.337634408602151","0.35119104109329","0.273423894113549","0.364438254410399","0.746182221142753","27"
"randomguess","0.308125502815768","122","261","599","261","0.318537859007833","0.696511627906977","0.318537859007833","0.696511627906977","0.580048270313757","0.507524743457405","0.0150494869148097","0.318537859007833","0.0150494869148096","0.471025819597555","0.318537859007833","0.0150494869148097","1.07276757534387","0.18944099378882","0.0150494869148097","0.176965477226574","0.265448215839861","0.508021130609023","27"
"Logistic Regression","0.304102976669348","89","289","821","44","0.235449735449735","0.949132947976879","0.669172932330827","0.73963963963964","0.732099758648431","0.592291341713307","0.184582683426614","0.348336594911937","0.27469932936366","0.472729416799699","0.396933986813194","0.408812571970467","5.74622522805914","0.210900473933649","0.225776946457798","0.18373245251858","0.219970341077607","0.744033091720953","28"
"Random Forest","0.304102976669348","124","254","801","64","0.328042328042328","0.926011560693642","0.659574468085106","0.759241706161137","0.744167337087691","0.627026944367985","0.25405388873597","0.438162544169611","0.326193006872894","0.551154232646409","0.465154107826555","0.418816174246244","6.10999015748032","0.280542986425339","0.295926328351829","0.234670704012112","0.298363811357074","0.744890968590391","28"
"KNN","0.304102976669348","127","251","776","89","0.335978835978836","0.897109826589595","0.587962962962963","0.755598831548199","0.726468222043443","0.616544331284216","0.233088662568431","0.427609427609428","0.282984733143357","0.549008119505302","0.44445822289048","0.343561794511162","4.41165674381127","0.271948608137045","0.265067490252954","0.230573710965868","0.301519468186135","0.729476710401566","28"
"LDA","0.304102976669348","88","290","823","42","0.232804232804233","0.951445086705202","0.676923076923077","0.739442946990117","0.732904263877715","0.592124659754718","0.184249319509435","0.346456692913386","0.276975010737169","0.470638336162452","0.396976772104562","0.416366023913194","5.94614121510673","0.20952380952381","0.225986750793377","0.182572614107884","0.217821782178218","0.745941523687188","28"
"GBM","0.304102976669348","144","234","784","81","0.380952380952381","0.90635838150289","0.64","0.770137524557957","0.746580852775543","0.643655381227636","0.287310762455271","0.477611940298507","0.343273833684224","0.587604785063628","0.493770719878694","0.410137524557957","5.95631528964862","0.313725490196078","0.324257156614529","0.258064516129032","0.340425531914894","0.755505092210294","28"
"randomguess","0.304102976669348","119","259","606","259","0.314814814814815","0.700578034682081","0.314814814814815","0.700578034682081","0.583266291230893","0.507696424748448","0.0153928494968958","0.314814814814815","0.0153928494968957","0.46963000782719","0.314814814814815","0.0153928494968958","1.07502869665032","0.186813186813187","0.015392849496896","0.174897119341564","0.262345679012346","0.506222283389913","28"
"Logistic Regression","0.300080450522928","94","279","810","60","0.25201072386059","0.931034482758621","0.61038961038961","0.743801652892562","0.727272727272727","0.591522603309605","0.183045206619211","0.35673624288425","0.254623276567961","0.484386905210256","0.392204956051385","0.354191263282172","4.54838709677419","0.217090069284065","0.219927912517564","0.1894397420395","0.232788509162952","0.714261501956796","29"
"Random Forest","0.300080450522928","111","262","814","56","0.297587131367292","0.935632183908046","0.664670658682635","0.756505576208178","0.744167337087691","0.616609657637669","0.233219315275338","0.411111111111111","0.313410965206198","0.527666653886817","0.444744235062551","0.421176234890813","6.15826063249727","0.258741258741259","0.276899886213545","0.219107777339124","0.273129921259842","0.72616252195618","29"
"KNN","0.300080450522928","128","245","771","99","0.343163538873995","0.886206896551724","0.563876651982379","0.758858267716535","0.723250201126307","0.614685217712859","0.229370435425719","0.426666666666667","0.272076917540655","0.551465225372579","0.439888516993446","0.322734919698914","4.06876932591218","0.271186440677966","0.258242577950171","0.230796970789758","0.305927342256214","0.69088471849866","29"
"LDA","0.300080450522928","92","281","814","56","0.246648793565684","0.935632183908046","0.621621621621622","0.74337899543379","0.728881737731295","0.591140488736865","0.18228097747373","0.353166986564299","0.257939274356145","0.480387915524678","0.391563817311197","0.365000617055411","4.75902389425521","0.214452214452214","0.220225430244139","0.187220187220187","0.228514654744163","0.715099688761517","29"
"GBM","0.300080450522928","146","227","754","116","0.39142091152815","0.866666666666667","0.557251908396947","0.768603465851172","0.724054706355591","0.629043789097408","0.258087578194817","0.459842519685039","0.289998662723576","0.582435796167895","0.46703324285915","0.325855374248119","4.18061674008811","0.298568507157464","0.282063069480158","0.250600755235153","0.343206393982134","0.725110166096576","29"
"randomguess","0.300080450522928","117","256","614","256","0.313672922252011","0.705747126436782","0.313672922252011","0.705747126436782","0.588093322606597","0.509710024344396","0.0194200486887923","0.313672922252011","0.0194200486887923","0.470503733800684","0.313672922252011","0.0194200486887923","1.09616088867188","0.186009538950715","0.0194200486887923","0.17426273458445","0.261394101876676","0.503009152260331","29"
"Logistic Regression","0.29444891391794","88","278","825","52","0.240437158469945","0.940706955530217","0.628571428571429","0.747960108794198","0.734513274336283","0.590572057000081","0.181144114000162","0.347826086956522","0.261163687616053","0.47558480562419","0.388756901136312","0.376531537365626","5.02213613724405","0.210526315789474","0.220879125053658","0.184100418410042","0.223350253807107","0.710745462362375","30"
"Random Forest","0.29444891391794","111","255","808","69","0.30327868852459","0.921322690992018","0.616666666666667","0.760112888052681","0.739340305711987","0.612300689758304","0.224601379516608","0.406593406593407","0.290904121255817","0.528599600294973","0.432460238546271","0.376779554719348","5.09735720375107","0.255172413793103","0.26363367086108","0.217647058823529","0.276119402985075","0.721772560455103","30"
"KNN","0.29444891391794","119","247","779","98","0.325136612021858","0.888255416191562","0.548387096774194","0.759259259259259","0.722445695897023","0.60669601410671","0.21339202821342","0.408233276157804","0.256221154252428","0.537405207111533","0.422256702399931","0.307646356033453","3.82967032967033","0.256465517241379","0.242106658419123","0.220533728687917","0.29066927210552","0.68494027702488","30"
"LDA","0.29444891391794","82","284","827","50","0.224043715846995","0.942987457240593","0.621212121212121","0.744374437443744","0.731295253419147","0.583515586543794","0.167031173087588","0.329317269076305","0.247112022688787","0.459641614649165","0.373066578462286","0.365586558655866","4.7756338028169","0.197115384615385","0.205264266161298","0.173876166242578","0.208970438328237","0.71163647805796","30"
"GBM","0.29444891391794","133","233","777","100","0.363387978142077","0.885974914481186","0.570815450643777","0.769306930693069","0.732099758648431","0.624681446311631","0.249362892623262","0.444073455759599","0.291228262461026","0.567408700019587","0.455442062727742","0.340122381336846","4.43523605150214","0.285407725321888","0.278888015874537","0.240767559739319","0.322346097915657","0.724674592344742","30"
"randomguess","0.29444891391794","112","254","623","254","0.306010928961749","0.710376282782212","0.306010928961749","0.710376282782212","0.591311343523733","0.50819360587198","0.0163872117439607","0.306010928961749","0.0163872117439607","0.466243398030019","0.306010928961749","0.0163872117439607","1.08153016306033","0.180645161290323","0.0163872117439607","0.170006071645416","0.255009107468124","0.504480001993881","30"
"Logistic Regression","0.288817377312953","61","298","850","34","0.16991643454039","0.961538461538462","0.642105263157895","0.740418118466899","0.732904263877715","0.565727448039426","0.131454896078852","0.268722466960352","0.224242215872075","0.404204387727381","0.330309304917994","0.382523381624794","5.11744966442953","0.155216284987277","0.168179765859322","0.140229885057471","0.161375661375661","0.735352411802518","31"
"Random Forest","0.288817377312953","92","267","848","36","0.256267409470752","0.959276018099548","0.71875","0.760538116591928","0.756234915526951","0.60777171378515","0.2155434275703","0.37782340862423","0.321414690771809","0.495813654638302","0.429176188245694","0.479288116591928","8.11652101539743","0.232911392405063","0.266455280784205","0.199393151278717","0.239209568382735","0.767990836788969","31"
"KNN","0.288817377312953","99","260","826","58","0.275766016713092","0.934389140271493","0.630573248407643","0.760589318600368","0.744167337087691","0.605077578492293","0.210155156984585","0.383720930232558","0.286713848071665","0.507614786302212","0.417002005941471","0.391162567008012","5.42267904509284","0.237410071942446","0.252312441597845","0.204292199752373","0.253586065573771","0.704896078851511","31"
"LDA","0.288817377312953","58","301","848","36","0.161559888579387","0.959276018099548","0.617021276595745","0.738033072236728","0.728881737731295","0.560417953339467","0.120835906678935","0.2560706401766","0.207131152078751","0.393675661682356","0.315730721815156","0.355054348832472","4.5389442598745","0.146835443037975","0.154757893165075","0.133578995854445","0.15352038115405","0.738670452110563","31"
"GBM","0.288817377312953","119","240","823","61","0.331476323119777","0.930995475113122","0.661111111111111","0.774223894637817","0.757843925985519","0.63123589911645","0.262471798232899","0.441558441558442","0.338028344658626","0.555520437906336","0.468126778004358","0.435335005748929","6.68968579234973","0.283333333333333","0.308086925806815","0.236580516898608","0.30126582278481","0.750789334375276","31"
"randomguess","0.288817377312953","109","250","634","250","0.303621169916435","0.717194570135747","0.303621169916435","0.717194570135747","0.597747385358005","0.510407870026091","0.0208157400521811","0.303621169916435","0.0208157400521811","0.466642748194301","0.303621169916435","0.0208157400521811","1.105696","0.178981937602627","0.0208157400521811","0.168678427731352","0.253017641597029","0.501482562169929","31"
"Logistic Regression","0.284794851166533","70","284","844","45","0.19774011299435","0.949381327334083","0.608695652173913","0.74822695035461","0.735317779565567","0.573560720164217","0.147121440328434","0.298507462686567","0.229152716260945","0.433279091281552","0.346934499639398","0.356922602528523","4.62284820031299","0.175438596491228","0.184628758620828","0.15695067264574","0.185676392572944","0.733011127846307","32"
"Random Forest","0.284794851166533","102","252","828","61","0.288135593220339","0.931383577052868","0.625766871165644","0.766666666666667","0.748189863234111","0.609759585136604","0.219519170273207","0.39458413926499","0.293507554608613","0.5180393416429","0.424624196956495","0.392433537832311","5.49414519906323","0.24578313253012","0.262065486024047","0.210569777043765","0.263838592860838","0.743160282930735","32"
"KNN","0.284794851166533","105","249","809","80","0.296610169491525","0.910011248593926","0.567567567567568","0.764650283553875","0.735317779565567","0.603310709042726","0.206621418085451","0.38961038961039","0.261998708989212","0.519536900214642","0.410300271038308","0.332217851121443","4.26430722891566","0.241935483870968","0.241281491362661","0.209163346613546","0.268542199488491","0.695863758555604","32"
"LDA","0.284794851166533","66","288","844","45","0.186440677966102","0.949381327334083","0.594594594594595","0.745583038869258","0.732099758648431","0.567911002650092","0.135822005300185","0.283870967741935","0.21495024618579","0.420717599247433","0.332951376827301","0.340177633463853","4.29814814814814","0.165413533834586","0.171179018315722","0.149051490514905","0.175438596491228","0.734456921698347","32"
"GBM","0.284794851166533","124","230","792","97","0.350282485875706","0.890888638920135","0.561085972850679","0.774951076320939","0.736926790024135","0.620585562397921","0.241171124795841","0.431304347826087","0.284679527050672","0.558625712869869","0.443326729805597","0.336037049171618","4.40197220977141","0.274944567627494","0.271910607480068","0.233609645817634","0.311401305876444","0.745996263178967","32"
"randomguess","0.284794851166533","107","247","642","247","0.30225988700565","0.722159730033746","0.30225988700565","0.722159730033746","0.602574416733709","0.512209808519698","0.0244196170393955","0.30225988700565","0.0244196170393955","0.467204364705672","0.30225988700565","0.0244196170393955","1.1259650215542","0.178036605657238","0.0244196170393958","0.167922159447583","0.251883239171375","0.501876354438746","32"
"Logistic Regression","0.281576830249397","59","291","854","39","0.168571428571429","0.956326987681971","0.602040816326531","0.745851528384279","0.734513274336283","0.5624492081267","0.124898416253399","0.263392857142857","0.208449521182136","0.401508912099048","0.318570055822063","0.34789234471081","4.43968631597498","0.151670951156812","0.159901200989629","0.137721755368814","0.159632034632035","0.712209246520557","33"
"Random Forest","0.281576830249397","95","255","833","60","0.271428571428571","0.932810750279955","0.612903225806452","0.765625","0.746580852775543","0.602119660854263","0.204239321708527","0.376237623762376","0.278047384606009","0.503181368257711","0.407871851204037","0.378528225806452","5.17222222222222","0.231707317073171","0.245890430746415","0.20042194092827","0.249343832020997","0.741932490801472","33"
"KNN","0.281576830249397","90","260","821","72","0.257142857142857","0.919372900335946","0.555555555555556","0.759481961147086","0.732904263877715","0.588257878739402","0.176515757478803","0.3515625","0.235815788052895","0.48622029407677","0.377964473009227","0.315037516702642","3.94711538461538","0.213270142180095","0.2109686892944","0.187656380316931","0.235355648535565","0.699734442489202","33"
"LDA","0.281576830249397","58","292","853","40","0.165714285714286","0.955207166853303","0.591836734693878","0.744978165938865","0.732904263877715","0.560460726283795","0.120921452567589","0.258928571428571","0.20181215778768","0.397858609765155","0.313170563350503","0.336814900632742","4.23578767123287","0.148717948717949","0.154809693116839","0.135387488328665","0.156926406926407","0.713719404895217","33"
"GBM","0.281576830249397","109","241","824","69","0.311428571428571","0.922732362821948","0.612359550561798","0.773708920187793","0.750603378921963","0.61708046712526","0.23416093425052","0.412878787878788","0.300669509254586","0.536064568465917","0.436699278717177","0.386068470749591","5.40116663659871","0.260143198090692","0.275292267878368","0.221364744110479","0.282676348547718","0.731054231322988","33"
"randomguess","0.281576830249397","106","244","649","244","0.302857142857143","0.726763717805151","0.302857142857143","0.726763717805151","0.607401448109413","0.514810430331147","0.0296208606622941","0.302857142857143","0.029620860662294","0.469154114451427","0.302857142857143","0.0296208606622941","1.15550255307713","0.178451178451178","0.0296208606622938","0.168253968253968","0.252380952380952","0.501001439769637","33"
"Logistic Regression","0.280772325020113","66","283","848","46","0.189111747851003","0.948545861297539","0.589285714285714","0.749778956675508","0.735317779565567","0.568828804574271","0.137657609148542","0.286334056399132","0.216043588081801","0.423534137640418","0.333827577369213","0.339064670961223","4.29927792287602","0.167088607594937","0.173589008319743","0.150478796169631","0.177705977382876","0.708870983250322","34"
"Random Forest","0.280772325020113","80","269","861","33","0.229226361031519","0.963087248322148","0.707964601769911","0.761946902654867","0.757039420756235","0.596156804676833","0.192313609353666","0.346320346320346","0.30061666203446","0.469856345374567","0.402845068733434","0.469911504424779","7.7593781683001","0.209424083769634","0.242244525547445","0.182066454255803","0.215285252960172","0.740251790029679","34"
"KNN","0.280772325020113","101","248","823","71","0.289398280802292","0.920581655480984","0.587209302325581","0.76844070961718","0.743362831858407","0.604989968141638","0.209979936283277","0.387715930902111","0.273275258387743","0.516153803080366","0.412234596515306","0.355650011942762","4.72075193094048","0.24047619047619","0.248375974083826","0.207562679819153","0.263432446531038","0.689409819041942","34"
"LDA","0.280772325020113","63","286","851","43","0.180515759312321","0.951901565995526","0.594339622641509","0.748460861917326","0.735317779565567","0.566208662653923","0.132417325307847","0.276923076923077","0.213055681171648","0.414527724014052","0.327547963313055","0.342800484558836","4.35948934786145","0.160714285714286","0.168091672311764","0.145228215767635","0.170178282009724","0.71188695089197","34"
"GBM","0.280772325020113","116","233","829","65","0.332378223495702","0.927293064876958","0.640883977900553","0.78060263653484","0.760257441673371","0.62983564418633","0.25967128837266","0.437735849056604","0.330829219087838","0.555168462328047","0.461536431976333","0.421486614435393","6.34955430835259","0.280193236714976","0.304324145650687","0.234912920210612","0.301142263759086","0.730735947385627","34"
"randomguess","0.280772325020113","105","244","650","244","0.300859598853868","0.727069351230425","0.300859598853868","0.727069351230425","0.607401448109413","0.513964475042147","0.0279289500842932","0.300859598853868","0.0279289500842933","0.467702676227246","0.300859598853868","0.0279289500842932","1.14636522440204","0.177065767284992","0.027928950084293","0.167144221585482","0.250716332378223","0.499697121209208","34"
"Logistic Regression","0.275140788415125","58","284","858","43","0.169590643274854","0.952275249722531","0.574257425742574","0.751313485113835","0.736926790024135","0.560932946498692","0.121865892997384","0.261851015801354","0.19918832743283","0.401866858766888","0.312071604342729","0.32557091085641","4.07500818866689","0.150649350649351","0.155958178023735","0.137180700094607","0.160132523467697","0.702254155551661","35"
"Random Forest","0.275140788415125","84","258","853","48","0.245614035087719","0.946725860155383","0.636363636363636","0.767776777677768","0.753821399839099","0.596169947621551","0.192339895243102","0.354430379746835","0.278805173732891","0.482212773197326","0.395347746307434","0.404140414041404","5.7858527131783","0.215384615384615","0.237597565815584","0.187667560321716","0.228013029315961","0.751504176645832","35"
"KNN","0.275140788415125","94","248","803","98","0.274853801169591","0.891231964483907","0.489583333333333","0.764034253092293","0.721641190667739","0.583042882826749","0.166085765653497","0.352059925093633","0.205237109277762","0.494932816816832","0.366829442869497","0.253617586425626","3.10574391046741","0.213636363636364","0.192241667511842","0.189669087974173","0.247108307045216","0.690352175295805","35"
"LDA","0.275140788415125","58","284","857","44","0.169590643274854","0.951165371809101","0.568627450980392","0.751095530236635","0.736122284794851","0.560378007541977","0.120756015083955","0.261261261261261","0.19649038944063","0.40163260234432","0.310538073664897","0.319722981217027","3.97775288092189","0.150259067357513","0.154358629730111","0.136921624173749","0.160044150110375","0.708514256414251","35"
"GBM","0.275140788415125","112","230","828","73","0.327485380116959","0.918978912319645","0.605405405405405","0.782608695652174","0.756234915526951","0.623232146218302","0.246464292436604","0.425047438330171","0.309243627052493","0.548591066661196","0.445265560440116","0.388014101057579","5.52328767123287","0.269879518072289","0.287390661865848","0.228571428571429","0.295514511873351","0.737148782055027","35"
"randomguess","0.275140788415125","99","243","658","243","0.289473684210526","0.730299667036626","0.289473684210526","0.730299667036626","0.609010458567981","0.509886675623576","0.0197733512471523","0.289473684210526","0.0197733512471523","0.45978531424439","0.289473684210526","0.0197733512471523","1.10318549001677","0.169230769230769","0.0197733512471522","0.160818713450292","0.241228070175439","0.495124001272141","35"
"Logistic Regression","0.269509251810137","67","268","865","43","0.2","0.952643171806167","0.609090909090909","0.763459841129744","0.749798873692679","0.576321585903084","0.152643171806167","0.301123595505618","0.238468715290806","0.436495858355189","0.349024614917318","0.372550750220653","5.02906976744186","0.177248677248677","0.193690489847425","0.15839243498818","0.187675070028011","0.695918535077914","36"
"Random Forest","0.269509251810137","78","257","861","47","0.232835820895522","0.948237885462555","0.624","0.770125223613596","0.755430410297667","0.590536853179039","0.181073706358077","0.339130434782609","0.267143622437295","0.469876309751735","0.381168666391672","0.394125223613596","5.55989734249524","0.204188481675393","0.225719730344446","0.179310344827586","0.216666666666667","0.731581629298442","36"
"KNN","0.269509251810137","91","244","838","70","0.271641791044776","0.922907488986784","0.565217391304348","0.77449168207024","0.747385358004827","0.59727464001578","0.19454928003156","0.366935483870968","0.257080056879593","0.500699753621876","0.391837548613669","0.339709073374588","4.46475409836065","0.224691358024691","0.232682863535028","0.196205260888314","0.247821350762527","0.683621539877704","36"
"LDA","0.269509251810137","68","267","862","46","0.202985074626866","0.949339207048458","0.596491228070175","0.763507528786537","0.748189863234111","0.576162140837662","0.152324281675324","0.302895322939866","0.234172056493101","0.438978006042377","0.34796381484875","0.359998756856712","4.77251262009445","0.178477690288714","0.192366215719692","0.15954950727358","0.190050307434321","0.69744723518969","36"
"GBM","0.269509251810137","102","233","841","67","0.304477611940298","0.926211453744493","0.603550295857988","0.783054003724395","0.758648431214803","0.615344532842396","0.230689065684792","0.404761904761905","0.29863922157075","0.531046750849561","0.42868117846332","0.386604299582383","5.49497149445904","0.253731343283582","0.27344215789043","0.216928966397278","0.276572668112798","0.717774015385627","36"
"randomguess","0.269509251810137","94","241","667","241","0.280597014925373","0.734581497797357","0.280597014925373","0.734581497797357","0.612228479485117","0.507589256361365","0.01517851272273","0.280597014925373","0.01517851272273","0.454005920117071","0.280597014925373","0.01517851272273","1.07949243298153","0.163194444444444","0.0151785127227297","0.155887230514096","0.233830845771144","0.49461174304688","36"
"Logistic Regression","0.259855189058729","62","261","876","44","0.191950464396285","0.952173913043478","0.584905660377358","0.770448548812665","0.754625905068383","0.572062188719882","0.144124377439763","0.289044289044289","0.226307764272708","0.427516344476703","0.33507150451426","0.355354209190023","4.72936259143156","0.168937329700272","0.184297213036097","0.15203531142717","0.180127832655433","0.728935590254408","37"
"Random Forest","0.259855189058729","88","235","867","53","0.272445820433437","0.942391304347826","0.624113475177305","0.786751361161525","0.768302493966211","0.607418562390631","0.214837124781263","0.379310344827586","0.297101026778364","0.506705606918238","0.41235555990946","0.410864836338829","6.12573263749499","0.234042553191489","0.262900841318931","0.201927489674162","0.250569476082005","0.736985125858124","37"
"KNN","0.259855189058729","105","218","825","95","0.325077399380805","0.896739130434783","0.525","0.790987535953979","0.748189863234111","0.610908264907794","0.221816529815587","0.401529636711281","0.264747537647265","0.539916312445497","0.413116974566433","0.315987535953979","4.18276195074843","0.251196172248804","0.253086550109525","0.217391304347826","0.289256198347107","0.701500874949522","37"
"LDA","0.259855189058729","63","260","872","48","0.195046439628483","0.947826086956522","0.567567567567568","0.770318021201413","0.752212389380531","0.571436263292502","0.142872526585005","0.290322580645161","0.219714741799649","0.429965235394522","0.332719150790351","0.337885588768981","4.40192307692308","0.169811320754717","0.181530541564405","0.152986886838271","0.182502896871379","0.728986068111455","37"
"GBM","0.259855189058729","105","218","846","74","0.325077399380805","0.919565217391304","0.58659217877095","0.795112781954887","0.765084473049075","0.622321308386055","0.244642616772109","0.418326693227092","0.305583540831086","0.546744793693191","0.436678211011244","0.381704960725837","5.50644681378626","0.26448362720403","0.28601441520836","0.225225225225225","0.292642140468227","0.737293040786108","37"
"randomguess","0.259855189058729","86","237","683","237","0.26625386996904","0.742391304347826","0.26625386996904","0.742391304347826","0.618664521319389","0.504322587158433","0.00864517431686629","0.26625386996904","0.00864517431686633","0.44459482432207","0.26625386996904","0.00864517431686629","1.0457369723513","0.153571428571429","0.00864517431686612","0.147918816649467","0.2218782249742","0.492689123704402","37"
"Logistic Regression","0.256637168141593","65","254","894","30","0.203761755485893","0.967532467532468","0.684210526315789","0.778745644599303","0.771520514883347","0.58564711150918","0.171294223018361","0.314009661835749","0.281605606457784","0.444011389576905","0.373384437227949","0.462956170915093","7.62598425196852","0.186246418338109","0.222426826904439","0.164556962025316","0.192307692307692","0.711137347500984","38"
"Random Forest","0.256637168141593","89","230","884","40","0.278996865203762","0.956709956709957","0.689922480620155","0.793536804308797","0.782783588093323","0.617853410956859","0.235706821913718","0.397321428571429","0.337571698421657","0.516642118715949","0.43873250315725","0.483459284928952","8.55173913043479","0.247910863509749","0.292800519215614","0.210800568450971","0.258120649651972","0.739579516617134","38"
"KNN","0.256637168141593","97","222","852","72","0.304075235109718","0.922077922077922","0.57396449704142","0.793296089385475","0.763475462590507","0.61307657859382","0.22615315718764","0.397540983606557","0.288196358635959","0.529510208537403","0.417765950482445","0.367260586426895","5.17042042042042","0.248081841432225","0.267301839354241","0.213562307353589","0.274943310657596","0.691758607119109","38"
"LDA","0.256637168141593","66","253","891","33","0.206896551724138","0.964285714285714","0.666666666666667","0.778846153846154","0.769911504424779","0.585591133004926","0.171182266009852","0.315789473684211","0.27615918263173","0.446662500286919","0.371390676354104","0.44551282051282","7.04347826086957","0.1875","0.221102863202545","0.165745856353591","0.194805194805195","0.713067757738604","38"
"GBM","0.256637168141593","97","222","861","63","0.304075235109718","0.931818181818182","0.60625","0.795013850415512","0.770716009654063","0.61794670846395","0.2358934169279","0.405010438413361","0.307661341029647","0.532299570463732","0.429354878026635","0.401263850415512","5.97147147147147","0.253926701570681","0.281891765335474","0.217002237136465","0.276353276353276","0.731637354286257","38"
"randomguess","0.256637168141593","84","235","689","235","0.263322884012539","0.745670995670996","0.263322884012539","0.745670995670996","0.621882542236525","0.504496939841767","0.00899387968353493","0.263322884012539","0.00899387968353486","0.443116505114161","0.263322884012539","0.00899387968353493","1.04800362154821","0.151624548736462","0.00899387968353442","0.146290491118077","0.219435736677116","0.492332641235463","38"
"Logistic Regression","0.252614641995173","63","251","888","41","0.200636942675159","0.955866523143165","0.605769230769231","0.77963125548727","0.765084473049075","0.578251732909162","0.156503465818324","0.301435406698565","0.245594201534176","0.437929374224862","0.34862542424244","0.3854004862565","5.43620639393645","0.177464788732394","0.200998542691222","0.158610271903323","0.188172043010753","0.711188662557507","39"
"Random Forest","0.252614641995173","79","235","891","38","0.251592356687898","0.959095801937567","0.675213675213675","0.791296625222025","0.780370072405471","0.605344079312733","0.210688158625465","0.366589327146172","0.313509483395017","0.491224157690704","0.412163316920496","0.4665103004357","7.88230683090705","0.224431818181818","0.265908358337462","0.193817468105986","0.234143449911085","0.732094986047596","39"
"KNN","0.252614641995173","98","216","859","70","0.312101910828025","0.92465016146394","0.583333333333333","0.79906976744186","0.769911504424779","0.618376036145983","0.236752072291965","0.406639004149378","0.300889891088751","0.537201156216494","0.426684248576175","0.382403100775194","5.56759259259259","0.255208333333333","0.279817350118106","0.218554861730598","0.281933256616801","0.694800586892282","39"
"LDA","0.252614641995173","67","247","884","45","0.213375796178344","0.951560818083961","0.598214285714286","0.781609195402299","0.765084473049075","0.582468307131153","0.164936614262305","0.314553990610329","0.250293425787998","0.450599652874679","0.357273633927197","0.379823481116585","5.32865497076023","0.186629526462396","0.209559608172794","0.166005946481665","0.199167657550535","0.713348371305355","39"
"GBM","0.252614641995173","102","212","863","66","0.32484076433121","0.928955866523143","0.607142857142857","0.802790697674419","0.776347546259051","0.626898315427177","0.253796630854353","0.423236514522822","0.322551941688115","0.549329349035112","0.444099932191529","0.409933554817276","6.29116638078903","0.268421052631579","0.299962319345572","0.227475468331847","0.293440736478711","0.73241551425065","39"
"randomguess","0.252614641995173","82","232","697","232","0.261146496815287","0.7502691065662","0.261146496815287","0.7502691065662","0.626709573612228","0.505707801690743","0.0114156033814867","0.261146496815287","0.0114156033814868","0.442639976559391","0.261146496815287","0.0114156033814867","1.06186831153389","0.15018315018315","0.0114156033814865","0.145081387119604","0.217622080679406","0.495162938026643","39"
"Logistic Regression","0.245374094931617","55","250","921","17","0.180327868852459","0.981876332622601","0.763888888888889","0.786507258753202","0.785197103781175","0.58110210073753","0.16220420147506","0.291777188328912","0.298791846647854","0.420784584482965","0.371147484665336","0.550396147642091","11.9188235294118","0.170807453416149","0.218535358648994","0.151682294539437","0.17219787100814","0.738597993638366","40"
"Random Forest","0.245374094931617","76","229","913","25","0.249180327868852","0.973347547974414","0.752475247524752","0.799474605954466","0.795655671761866","0.611263937921633","0.222527875843266","0.374384236453202","0.350462877444577","0.492482549066064","0.433015044647889","0.551949853479218","12.1201746724891","0.23030303030303","0.287386468283347","0.196993260756869","0.23370233702337","0.770579188367297","40"
"KNN","0.245374094931617","93","212","882","56","0.304918032786885","0.940298507462687","0.624161073825503","0.806215722120658","0.784392598551891","0.622608270124786","0.245216540249572","0.409691629955947","0.324862292218739","0.535456787358202","0.436254474788537","0.430376795946162","6.90919811320755","0.257617728531856","0.296363574916778","0.219236209335219","0.277777777777778","0.718613023873606","40"
